,loss_value
2139,118.47
2140,119.93
2141,119.93
2142,119.96
2143,119.42
2144,118.54
2145,118.46
2146,119.32
2147,118.33
2148,118.43
2149,119.13
2150,119.37
2151,118.21
2152,119.32
2153,119.17
2154,119.4
2155,118.07
2156,119.57
2157,118.18
2158,119.92
2159,118.79
2160,119.65
2161,119.22
2162,119.27
2163,119.32
2164,119.69
2165,118.82
2166,119.68
2167,120.16
2168,117.86
2169,119.06
2170,119.16
2171,118.05
2172,119.79
2173,119.14
2174,118.8
2175,119.7
2176,119.94
2177,118.94
2178,118.85
2179,118.51
2180,118.51
2181,119.96
2182,119.28
2183,118.18
2184,118.35
2185,118.7
2186,118.95
2187,118.43
2188,118.98
2189,118.6
2190,118.72
2191,119.18
2192,118.14
2193,118.05
2194,118.1
2195,118.07
2196,118.91
2197,118.97
2198,118.28
2199,118.73
2200,118.02
2201,117.83
2202,117.97
2203,118.33
2204,118.23
2205,119.88
2206,118.12
2207,117.84
2208,118.17
2209,118.08
2210,118.63
2211,118.59
2212,118.28
2213,117.46
2214,117.88
2215,118.57
2216,118.04
2217,118.87
2218,117.64
2219,118.38
2220,117.9
2221,118.15
2222,117.69
2223,117.49
2224,118.99
2225,117.73
2226,117.63
2227,118.81
2228,118.75
2229,118.52
2230,117.37
2231,118.47
2232,116.92
2233,117.71
2234,118.87
2235,118.5
2236,118.12
2237,117.66
2238,117.43
2239,117.68
2240,117.82
2241,117.13
2242,117.78
2243,117.87
2244,117.14
2245,118.35
2246,117.28
2247,118.19
2248,117.71
2249,118.7
2250,117.25
2251,118.24
2252,116.86
2253,117.62
2254,116.79
2255,116.44
2256,117.51
2257,117.56
2258,116.97
2259,116.93
2260,117.81
2261,117.35
2262,117.78
2263,117.2
2264,117.77
2265,117.2
2266,117.07
2267,117.72
2268,116.76
2269,117.78
2270,117.58
2271,117.36
2272,117.47
2273,117.93
2274,117.93
2275,116.71
2276,117.45
2277,116.95
2278,117.53
2279,116.51
2280,117.39
2281,116.71
2282,117.43
2283,116.77
2284,117.77
2285,117.93
2286,117.53
2287,116.8
2288,116.85
2289,117.57
2290,116.56
2291,116.44
2292,117.58
2293,116.04
2294,117.3
2295,116.71
2296,116.73
2297,116.32
2298,116.75
2299,116.72
2300,115.33
2301,117.13
2302,116.6
2303,116.17
2304,117.67
2305,116.4
2306,116.39
2307,117.26
2308,117.31
2309,117.31
2310,117.2
2311,116.06
2312,116.66
2313,117.02
2314,116.81
2315,116.56
2316,116.71
2317,116.94
2318,117.1
2319,115.73
2320,117.53
2321,115.44
2322,116.14
2323,116.57
2324,116.18
2325,117.62
2326,116.21
2327,116.78
2328,116.0
2329,115.95
2330,115.99
2331,116.69
2332,117.48
2333,116.03
2334,116.0
2335,116.36
2336,116.29
2337,115.78
2338,116.68
2339,116.45
2340,115.97
2341,116.16
2342,116.47
2343,116.69
2344,117.26
2345,115.87
2346,115.95
2347,115.68
2348,116.56
2349,116.08
2350,115.43
2351,116.54
2352,115.3
2353,116.03
2354,117.66
2355,116.18
2356,115.11
2357,114.78
2358,115.55
2359,116.11
2360,116.19
2361,116.15
2362,114.76
2363,115.93
2364,116.19
2365,116.75
2366,116.15
2367,116.54
2368,115.1
2369,115.44
2370,115.24
2371,115.52
2372,116.13
2373,114.89
2374,115.06
2375,117.03
2376,115.72
2377,116.01
2378,116.11
2379,115.44
2380,114.78
2381,115.19
2382,115.52
2383,115.21
2384,115.42
2385,115.35
2386,115.15
2387,115.75
2388,116.05
2389,115.21
2390,115.3
2391,115.65
2392,115.03
2393,115.59
2394,114.93
2395,115.44
2396,116.12
2397,115.06
2398,114.78
2399,115.94
2400,114.99
2401,115.32
2402,115.65
2403,115.31
2404,114.91
2405,115.56
2406,114.65
2407,114.1
2408,115.86
2409,115.43
2410,115.22
2411,114.2
2412,115.45
2413,115.31
2414,114.37
2415,115.3
2416,114.85
2417,115.45
2418,114.81
2419,114.59
2420,115.14
2421,115.24
2422,114.94
2423,116.08
2424,115.36
2425,115.7
2426,115.03
2427,114.69
2428,114.84
2429,114.8
2430,116.04
2431,115.35
2432,114.45
2433,113.89
2434,115.34
2435,113.91
2436,114.63
2437,113.92
2438,114.14
2439,113.33
2440,114.02
2441,114.27
2442,114.59
2443,115.36
2444,114.17
2445,114.76
2446,113.49
2447,115.73
2448,113.79
2449,114.56
2450,115.08
2451,114.24
2452,113.4
2453,114.45
2454,114.79
2455,114.74
2456,114.44
2457,113.94
2458,114.13
2459,113.2
2460,114.21
2461,114.88
2462,114.82
2463,115.19
2464,114.33
2465,113.23
2466,114.83
2467,114.22
2468,113.11
2469,114.26
2470,114.62
2471,114.31
2472,114.15
2473,112.98
2474,114.7
2475,113.7
2476,113.76
2477,113.81
2478,113.54
2479,115.16
2480,113.6
2481,113.84
2482,113.94
2483,113.97
2484,112.95
2485,113.7
2486,113.1
2487,114.74
2488,113.73
2489,114.33
2490,114.46
2491,113.51
2492,113.61
2493,114.32
2494,113.86
2495,113.91
2496,114.02
2497,114.51
2498,114.52
2499,112.97
2500,114.49
2501,114.83
2502,114.12
2503,112.35
2504,113.81
2505,115.61
2506,114.03
2507,113.91
2508,114.57
2509,113.29
2510,113.04
2511,114.19
2512,114.38
2513,113.19
2514,113.01
2515,113.02
2516,114.91
2517,113.04
2518,112.96
2519,112.62
2520,113.67
2521,113.48
2522,113.86
2523,113.71
2524,112.74
2525,114.97
2526,113.05
2527,114.12
2528,113.83
2529,113.04
2530,113.24
2531,112.68
2532,113.43
2533,113.29
2534,113.85
2535,114.24
2536,113.25
2537,113.65
2538,112.77
2539,112.74
2540,112.7
2541,113.92
2542,113.33
2543,111.99
2544,112.63
2545,114.8
2546,112.89
2547,112.76
2548,113.87
2549,112.82
2550,112.66
2551,113.11
2552,113.3
2553,111.62
2554,113.41
2555,112.94
2556,114.02
2557,113.13
2558,113.16
2559,112.65
2560,112.51
2561,113.11
2562,112.91
2563,113.26
2564,111.97
2565,113.2
2566,112.05
2567,112.82
2568,112.69
2569,111.52
2570,112.33
2571,113.29
2572,112.54
2573,113.54
2574,112.4
2575,113.28
2576,111.22
2577,112.62
2578,112.88
2579,112.28
2580,112.46
2581,111.49
2582,113.73
2583,111.8
2584,112.39
2585,113.32
2586,113.22
2587,111.51
2588,111.29
2589,111.87
2590,112.81
2591,112.41
2592,112.82
2593,111.82
2594,112.41
2595,112.56
2596,112.47
2597,112.63
2598,113.3
2599,112.39
2600,112.25
2601,112.7
2602,112.56
2603,111.76
2604,112.73
2605,112.32
2606,112.49
2607,112.27
2608,110.78
2609,112.19
2610,113.31
2611,111.87
2612,113.01
2613,112.86
2614,111.18
2615,111.41
2616,112.02
2617,112.89
2618,112.43
2619,110.63
2620,111.54
2621,112.67
2622,110.87
2623,111.58
2624,111.03
2625,113.01
2626,112.48
2627,112.14
2628,112.77
2629,112.87
2630,111.18
2631,111.02
2632,111.34
2633,112.4
2634,112.69
2635,111.66
2636,112.64
2637,111.55
2638,110.99
2639,111.34
2640,112.58
2641,112.0
2642,111.28
2643,112.41
2644,111.2
2645,112.53
2646,112.69
2647,113.04
2648,112.25
2649,112.49
2650,111.07
2651,111.45
2652,111.57
2653,111.65
2654,112.43
2655,111.26
2656,110.99
2657,110.65
2658,112.19
2659,111.79
2660,111.96
2661,112.27
2662,111.2
2663,111.85
2664,111.37
2665,111.32
2666,110.75
2667,112.17
2668,111.1
2669,111.25
2670,112.05
2671,110.81
2672,111.56
2673,110.56
2674,110.15
2675,110.78
2676,109.94
2677,111.07
2678,111.34
2679,111.17
2680,111.05
2681,111.16
2682,112.22
2683,111.54
2684,111.45
2685,111.59
2686,111.15
2687,111.05
2688,111.28
2689,112.07
2690,111.02
2691,111.14
2692,111.2
2693,110.15
2694,112.22
2695,110.77
2696,110.58
2697,111.2
2698,109.83
2699,111.16
2700,111.52
2701,110.76
2702,110.68
2703,110.56
2704,110.84
2705,111.28
2706,111.46
2707,111.35
2708,111.68
2709,110.93
2710,112.0
2711,110.53
2712,110.59
2713,111.23
2714,111.16
2715,109.88
2716,111.09
2717,111.36
2718,111.74
2719,110.25
2720,110.29
2721,112.07
2722,110.93
2723,111.33
2724,111.32
2725,110.81
2726,110.94
2727,109.52
2728,111.1
2729,110.36
2730,110.61
2731,111.44
2732,110.37
2733,111.2
2734,111.35
2735,110.72
2736,109.8
2737,110.73
2738,111.42
2739,109.25
2740,110.79
2741,110.25
2742,110.7
2743,110.06
2744,109.7
2745,111.26
2746,110.55
2747,110.39
2748,109.88
2749,110.55
2750,110.46
2751,110.3
2752,111.14
2753,110.41
2754,110.62
2755,110.84
2756,110.33
2757,110.82
2758,109.85
2759,109.33
2760,110.79
2761,109.72
2762,110.48
2763,110.06
2764,110.63
2765,109.93
2766,110.25
2767,111.11
2768,109.53
2769,109.37
2770,110.17
2771,109.91
2772,110.19
2773,109.85
2774,110.03
2775,110.85
2776,110.51
2777,110.34
2778,109.59
2779,109.14
2780,110.28
2781,109.76
2782,109.94
2783,110.45
2784,110.08
2785,109.95
2786,110.9
2787,110.46
2788,110.3
2789,109.56
2790,109.75
2791,110.01
2792,109.17
2793,110.12
2794,109.64
2795,111.13
2796,109.69
2797,109.67
2798,110.38
2799,109.02
2800,110.03
2801,109.14
2802,109.12
2803,109.91
2804,111.02
2805,110.68
2806,109.8
2807,109.52
2808,109.9
2809,110.18
2810,110.39
2811,109.28
2812,109.99
2813,108.99
2814,111.0
2815,110.08
2816,110.47
2817,109.06
2818,110.1
2819,109.72
2820,110.4
2821,109.3
2822,109.07
2823,108.82
2824,109.05
2825,109.85
2826,109.36
2827,110.27
2828,109.29
2829,109.92
2830,109.63
2831,110.25
2832,109.83
2833,109.47
2834,110.11
2835,109.51
2836,109.3
2837,109.54
2838,109.11
2839,109.98
2840,109.69
2841,109.84
2842,109.05
2843,108.17
2844,109.38
2845,109.41
2846,108.43
2847,109.75
2848,108.38
2849,109.29
2850,108.78
2851,109.16
2852,110.22
2853,108.78
2854,109.03
2855,108.93
2856,108.79
2857,109.36
2858,110.16
2859,109.26
2860,109.38
2861,108.36
2862,108.98
2863,108.29
2864,110.08
2865,108.28
2866,108.14
2867,110.14
2868,109.88
2869,108.44
2870,108.99
2871,107.86
2872,108.17
2873,108.47
2874,109.35
2875,108.93
2876,108.44
2877,109.44
2878,109.08
2879,109.05
2880,108.98
2881,107.66
2882,109.65
2883,109.04
2884,109.11
2885,108.1
2886,108.25
2887,108.19
2888,110.07
2889,109.65
2890,109.01
2891,108.3
2892,109.21
2893,109.06
2894,108.63
2895,107.16
2896,109.02
2897,109.2
2898,108.92
2899,108.47
2900,108.17
2901,109.06
2902,109.21
2903,109.6
2904,108.07
2905,108.81
2906,108.38
2907,108.64
2908,108.59
2909,107.76
2910,108.89
2911,107.78
2912,109.1
2913,108.02
2914,108.93
2915,109.21
2916,108.17
2917,108.5
2918,107.99
2919,109.08
2920,107.99
2921,108.83
2922,108.24
2923,107.35
2924,108.57
2925,109.02
2926,107.74
2927,108.51
2928,108.72
2929,108.0
2930,108.49
2931,109.26
2932,108.72
2933,108.61
2934,108.89
2935,107.79
2936,108.07
2937,108.29
2938,107.89
2939,108.45
2940,108.49
2941,107.7
2942,108.15
2943,109.12
2944,107.78
2945,108.04
2946,108.26
2947,107.56
2948,107.51
2949,108.57
2950,107.75
2951,107.85
2952,109.79
2953,108.73
2954,107.96
2955,108.03
2956,108.21
2957,108.81
2958,107.57
2959,108.27
2960,108.68
2961,108.0
2962,108.01
2963,108.33
2964,107.8
2965,108.78
2966,106.91
2967,108.82
2968,107.84
2969,107.79
2970,107.62
2971,108.4
2972,108.04
2973,109.31
2974,107.53
2975,107.0
2976,107.99
2977,107.12
2978,107.6
2979,107.57
2980,107.17
2981,107.61
2982,108.19
2983,107.39
2984,108.06
2985,107.51
2986,106.82
2987,107.76
2988,107.52
2989,109.02
2990,106.83
2991,106.83
2992,106.66
2993,107.28
2994,108.15
2995,107.87
2996,107.64
2997,108.69
2998,107.28
2999,107.28
3000,107.63
3001,107.41
3002,106.35
3003,107.15
3004,107.77
3005,108.11
3006,107.18
3007,107.9
3008,107.4
3009,107.41
3010,108.07
3011,107.13
3012,107.11
3013,107.3
3014,107.22
3015,106.78
3016,106.28
3017,106.46
3018,107.37
3019,106.17
3020,107.86
3021,107.23
3022,106.85
3023,106.99
3024,107.32
3025,107.63
3026,107.46
3027,106.97
3028,106.49
3029,107.08
3030,107.11
3031,106.68
3032,106.66
3033,106.5
3034,106.57
3035,107.46
3036,107.7
3037,106.42
3038,106.29
3039,107.01
3040,107.34
3041,106.96
3042,106.99
3043,106.65
3044,108.1
3045,107.17
3046,107.02
3047,107.01
3048,106.24
3049,106.28
3050,108.95
3051,107.54
3052,107.04
3053,105.83
3054,107.24
3055,106.66
3056,107.55
3057,106.48
3058,106.66
3059,107.49
3060,106.39
3061,106.7
3062,107.13
3063,106.17
3064,106.42
3065,106.61
3066,107.58
3067,107.52
3068,106.86
3069,105.88
3070,106.62
3071,106.37
3072,105.59
3073,107.04
3074,105.67
3075,106.28
3076,106.51
3077,105.61
3078,106.51
3079,105.69
3080,107.51
3081,106.62
3082,106.96
3083,106.75
3084,106.68
3085,106.08
3086,106.77
3087,106.54
3088,106.08
3089,105.66
3090,105.86
3091,106.55
3092,107.06
3093,105.85
3094,105.95
3095,107.1
3096,106.31
3097,106.26
3098,106.07
3099,106.39
3100,106.73
3101,106.73
3102,105.47
3103,105.88
3104,105.43
3105,106.37
3106,106.84
3107,106.25
3108,106.65
3109,106.66
3110,105.93
3111,105.84
3112,105.88
3113,105.62
3114,105.71
3115,106.62
3116,106.42
3117,106.44
3118,106.49
3119,106.11
3120,106.28
3121,105.67
3122,105.18
3123,105.93
3124,104.95
3125,106.28
3126,105.83
3127,105.8
3128,106.06
3129,106.35
3130,105.89
3131,106.25
3132,105.3
3133,105.79
3134,106.34
3135,105.54
3136,105.79
3137,106.3
3138,106.34
3139,106.36
3140,106.33
3141,106.41
3142,106.57
3143,104.93
3144,105.77
3145,105.75
3146,105.4
3147,106.09
3148,105.63
3149,105.68
3150,105.98
3151,106.29
3152,105.86
3153,106.57
3154,106.31
3155,105.51
3156,106.06
3157,105.54
3158,106.29
3159,106.42
3160,105.2
3161,106.47
3162,106.85
3163,104.65
3164,105.28
3165,105.05
3166,105.6
3167,106.05
3168,105.56
3169,105.13
3170,105.97
3171,106.06
3172,105.58
3173,106.1
3174,107.14
3175,105.69
3176,105.43
3177,106.42
3178,105.46
3179,106.71
3180,105.88
3181,105.69
3182,105.65
3183,105.92
3184,105.43
3185,106.14
3186,105.83
3187,106.12
3188,105.02
3189,105.19
3190,106.84
3191,105.82
3192,105.32
3193,105.42
3194,106.0
3195,105.19
3196,105.89
3197,105.95
3198,104.61
3199,105.67
3200,105.0
3201,105.76
3202,104.79
3203,106.01
3204,104.85
3205,104.41
3206,105.59
3207,104.54
3208,105.04
3209,104.77
3210,105.0
3211,105.19
3212,104.81
3213,105.08
3214,105.9
3215,104.71
3216,104.8
3217,105.25
3218,104.85
3219,104.62
3220,106.0
3221,104.73
3222,104.75
3223,104.85
3224,105.57
3225,105.33
3226,105.31
3227,103.96
3228,104.85
3229,104.12
3230,105.73
3231,105.35
3232,105.34
3233,104.06
3234,104.01
3235,105.69
3236,105.31
3237,104.46
3238,105.19
3239,105.23
3240,103.23
3241,103.84
3242,105.88
3243,104.28
3244,105.05
3245,103.97
3246,103.78
3247,104.92
3248,104.69
3249,104.29
3250,104.79
3251,105.94
3252,104.51
3253,104.5
3254,105.55
3255,104.91
3256,104.83
3257,104.78
3258,104.53
3259,105.46
3260,104.66
3261,105.72
3262,104.84
3263,104.8
3264,104.46
3265,104.26
3266,104.52
3267,104.59
3268,103.82
3269,105.15
3270,103.77
3271,104.24
3272,105.84
3273,103.72
3274,103.3
3275,104.52
3276,104.41
3277,104.15
3278,104.87
3279,103.89
3280,104.49
3281,104.45
3282,104.77
3283,104.95
3284,104.52
3285,104.16
3286,103.9
3287,104.66
3288,104.04
3289,104.6
3290,104.06
3291,104.77
3292,104.0
3293,106.18
3294,104.35
3295,104.42
3296,104.56
3297,103.11
3298,103.58
3299,105.03
3300,104.96
3301,103.3
3302,104.85
3303,104.72
3304,103.46
3305,104.5
3306,104.02
3307,104.13
3308,105.04
3309,102.61
3310,104.5
3311,103.94
3312,104.45
3313,104.54
3314,103.37
3315,103.87
3316,104.28
3317,104.53
3318,104.41
3319,104.64
3320,103.67
3321,103.86
3322,103.62
3323,103.85
3324,103.78
3325,103.69
3326,104.83
3327,103.52
3328,104.0
3329,104.02
3330,104.09
3331,105.12
3332,104.29
3333,105.16
3334,103.96
3335,103.24
3336,103.83
3337,103.51
3338,102.97
3339,104.59
3340,103.2
3341,103.72
3342,103.83
3343,104.28
3344,103.86
3345,103.7
3346,104.74
3347,103.63
3348,103.82
3349,102.92
3350,103.19
3351,103.87
3352,103.69
3353,104.02
3354,104.32
3355,104.88
3356,103.92
3357,103.51
3358,102.67
3359,103.97
3360,103.84
3361,103.19
3362,103.53
3363,103.38
3364,103.24
3365,103.85
3366,103.53
3367,103.44
3368,103.37
3369,104.02
3370,103.33
3371,103.81
3372,103.76
3373,102.81
3374,103.01
3375,102.94
3376,103.59
3377,104.09
3378,104.24
3379,103.85
3380,103.3
3381,103.34
3382,104.75
3383,103.86
3384,103.77
3385,103.51
3386,103.24
3387,102.52
3388,104.26
3389,103.01
3390,102.43
3391,102.18
3392,103.48
3393,103.31
3394,103.6
3395,103.68
3396,103.42
3397,103.42
3398,102.77
3399,103.53
3400,103.4
3401,103.08
3402,103.54
3403,103.61
3404,103.58
3405,102.42
3406,103.93
3407,104.34
3408,103.91
3409,103.55
3410,103.44
3411,103.74
3412,102.9
3413,104.23
3414,103.97
3415,102.87
3416,102.42
3417,103.85
3418,102.33
3419,103.57
3420,104.68
3421,102.23
3422,102.74
3423,103.0
3424,103.17
3425,103.12
3426,103.47
3427,103.16
3428,103.31
3429,103.76
3430,102.74
3431,103.5
3432,101.95
3433,103.84
3434,102.31
3435,102.08
3436,102.82
3437,103.07
3438,102.59
3439,101.82
3440,103.14
3441,102.09
3442,102.14
3443,103.54
3444,104.47
3445,102.25
3446,102.88
3447,103.21
3448,102.44
3449,103.39
3450,103.26
3451,103.49
3452,102.86
3453,102.02
3454,103.25
3455,103.78
3456,103.82
3457,102.37
3458,101.98
3459,102.29
3460,102.41
3461,103.02
3462,103.75
3463,102.45
3464,103.63
3465,102.19
3466,102.99
3467,103.01
3468,103.14
3469,103.04
3470,102.25
3471,103.26
3472,102.77
3473,103.5
3474,102.74
3475,102.99
3476,102.5
3477,102.18
3478,102.19
3479,102.86
3480,101.92
3481,101.8
3482,102.32
3483,103.01
3484,102.47
3485,102.93
3486,103.78
3487,103.36
3488,103.65
3489,102.28
3490,102.38
3491,102.53
3492,102.72
3493,103.28
3494,102.0
3495,103.09
3496,102.86
3497,102.71
3498,102.91
3499,103.57
3500,102.94
3501,102.07
3502,102.17
3503,102.98
3504,102.42
3505,102.72
3506,102.72
3507,102.26
3508,101.91
3509,102.55
3510,102.28
3511,102.55
3512,102.41
3513,102.73
3514,102.14
3515,101.11
3516,103.77
3517,101.87
3518,101.98
3519,103.65
3520,102.01
3521,102.72
3522,103.31
3523,101.57
3524,102.87
3525,102.45
3526,102.62
3527,102.05
3528,101.97
3529,100.99
3530,101.98
3531,102.19
3532,102.8
3533,103.24
3534,102.07
3535,101.73
3536,102.26
3537,102.88
3538,102.28
3539,102.54
3540,101.81
3541,101.97
3542,101.3
3543,102.55
3544,102.55
3545,102.38
3546,102.26
3547,102.64
3548,102.7
3549,101.2
3550,102.62
3551,101.32
3552,101.29
3553,101.58
3554,102.58
3555,102.53
3556,101.74
3557,101.44
3558,102.18
3559,102.2
3560,102.35
3561,101.17
3562,101.33
3563,101.96
3564,101.04
3565,102.26
3566,101.17
3567,101.72
3568,101.89
3569,102.27
3570,101.29
3571,102.25
3572,101.99
3573,101.57
3574,102.43
3575,101.91
3576,101.06
3577,101.78
3578,101.96
3579,101.8
3580,102.0
3581,101.57
3582,101.69
3583,101.5
3584,101.72
3585,100.59
3586,101.52
3587,102.39
3588,101.53
3589,102.27
3590,101.83
3591,101.53
3592,101.56
3593,100.87
3594,101.36
3595,101.94
3596,101.74
3597,100.67
3598,102.67
3599,101.64
3600,102.13
3601,101.93
3602,102.01
3603,101.09
3604,101.66
3605,101.71
3606,102.07
3607,102.02
3608,101.33
3609,101.41
3610,100.6
3611,99.88
3612,102.22
3613,102.26
3614,102.52
3615,101.96
3616,102.74
3617,101.73
3618,101.02
3619,101.9
3620,101.45
3621,101.99
3622,101.78
3623,99.92
3624,101.29
3625,101.84
3626,101.25
3627,101.65
3628,101.04
3629,101.01
3630,100.46
3631,101.38
3632,100.64
3633,102.09
3634,101.1
3635,100.91
3636,101.46
3637,101.01
3638,100.32
3639,102.46
3640,102.17
3641,101.97
3642,100.88
3643,101.72
3644,100.94
3645,101.14
3646,101.24
3647,100.71
3648,101.32
3649,101.6
3650,101.59
3651,100.23
3652,101.75
3653,99.9
3654,100.08
3655,100.42
3656,101.29
3657,100.81
3658,101.71
3659,100.69
3660,101.76
3661,100.32
3662,100.87
3663,101.23
3664,101.32
3665,101.33
3666,99.96
3667,100.55
3668,100.86
3669,100.71
3670,101.73
3671,101.55
3672,101.17
3673,100.16
3674,101.58
3675,100.89
3676,100.71
3677,102.04
3678,100.29
3679,101.24
3680,101.02
3681,101.38
3682,101.69
3683,100.65
3684,101.01
3685,100.67
3686,101.17
3687,101.32
3688,100.77
3689,100.52
3690,100.42
3691,100.62
3692,100.51
3693,100.86
3694,101.99
3695,101.15
3696,100.87
3697,102.02
3698,101.47
3699,100.7
3700,101.02
3701,100.82
3702,100.03
3703,100.32
3704,100.56
3705,100.41
3706,100.75
3707,101.29
3708,100.03
3709,100.33
3710,101.35
3711,100.03
3712,101.25
3713,100.92
3714,100.95
3715,100.36
3716,99.88
3717,99.72
3718,100.22
3719,100.24
3720,101.29
3721,99.74
3722,99.53
3723,100.6
3724,100.12
3725,99.59
3726,100.34
3727,99.88
3728,101.23
3729,99.92
3730,101.12
3731,100.49
3732,100.2
3733,99.75
3734,100.64
3735,99.53
3736,100.19
3737,100.07
3738,99.96
3739,99.75
3740,100.4
3741,100.9
3742,101.28
3743,100.21
3744,101.04
3745,99.02
3746,100.37
3747,101.83
3748,101.46
3749,100.4
3750,101.53
3751,100.08
3752,100.34
3753,100.25
3754,101.08
3755,100.98
3756,101.47
3757,100.38
3758,101.54
3759,100.17
3760,99.19
3761,99.47
3762,100.64
3763,100.57
3764,100.1
3765,100.64
3766,100.39
3767,99.51
3768,99.82
3769,100.86
3770,101.01
3771,99.66
3772,100.43
3773,100.37
3774,99.33
3775,100.26
3776,99.9
3777,100.19
3778,99.73
3779,100.5
3780,99.89
3781,99.91
3782,99.33
3783,100.76
3784,100.18
3785,100.11
3786,98.57
3787,101.15
3788,99.55
3789,100.39
3790,100.7
3791,100.54
3792,99.48
3793,100.22
3794,100.47
3795,100.25
3796,99.69
3797,99.78
3798,99.75
3799,99.38
3800,99.32
3801,99.89
3802,99.52
3803,99.48
3804,100.27
3805,100.36
3806,98.99
3807,100.01
3808,98.94
3809,100.01
3810,99.96
3811,99.83
3812,99.4
3813,100.16
3814,99.98
3815,99.29
3816,100.46
3817,99.21
3818,100.01
3819,99.68
3820,100.02
3821,99.31
3822,99.42
3823,99.89
3824,99.19
3825,100.37
3826,99.58
3827,98.89
3828,99.42
3829,99.49
3830,100.57
3831,100.01
3832,99.75
3833,99.1
3834,100.01
3835,99.2
3836,99.63
3837,100.07
3838,100.6
3839,100.01
3840,99.43
3841,98.99
3842,99.69
3843,99.76
3844,100.12
3845,98.87
3846,99.58
3847,99.36
3848,99.42
3849,99.34
3850,99.72
3851,99.18
3852,99.29
3853,98.62
3854,99.68
3855,99.34
3856,100.21
3857,99.56
3858,101.02
3859,99.6
3860,98.65
3861,99.21
3862,98.45
3863,99.67
3864,99.21
3865,97.58
3866,99.2
3867,99.12
3868,99.46
3869,99.49
3870,100.22
3871,99.63
3872,99.51
3873,99.38
3874,98.93
3875,99.45
3876,99.61
3877,99.78
3878,99.95
3879,99.81
3880,99.56
3881,100.21
3882,100.12
3883,98.83
3884,99.75
3885,99.27
3886,99.53
3887,98.74
3888,98.62
3889,98.3
3890,99.18
3891,98.81
3892,98.61
3893,99.32
3894,98.8
3895,99.25
3896,99.22
3897,99.59
3898,98.96
3899,98.47
3900,99.45
3901,99.24
3902,99.16
3903,98.74
3904,99.37
3905,98.8
3906,98.2
3907,98.9
3908,98.74
3909,98.85
3910,98.77
3911,98.44
3912,99.17
3913,99.84
3914,99.2
3915,98.28
3916,99.14
3917,98.58
3918,98.76
3919,99.2
3920,98.81
3921,97.98
3922,99.37
3923,99.17
3924,98.25
3925,98.91
3926,99.54
3927,99.6
3928,99.34
3929,98.68
3930,98.79
3931,99.31
3932,99.34
3933,98.31
3934,99.25
3935,98.96
3936,97.66
3937,98.1
3938,97.83
3939,99.69
3940,99.2
3941,99.85
3942,98.43
3943,98.93
3944,98.59
3945,99.37
3946,98.61
3947,98.09
3948,98.16
3949,97.49
3950,98.66
3951,98.56
3952,99.21
3953,99.55
3954,98.02
3955,98.75
3956,98.43
3957,97.96
3958,98.2
3959,98.82
3960,98.77
3961,98.31
3962,99.26
3963,99.74
3964,98.95
3965,97.54
3966,98.33
3967,99.33
3968,99.25
3969,99.03
3970,98.48
3971,98.94
3972,98.01
3973,98.62
3974,98.84
3975,98.49
3976,99.66
3977,97.94
3978,97.97
3979,99.38
3980,97.42
3981,97.09
3982,99.3
3983,98.25
3984,98.74
3985,98.87
3986,98.25
3987,98.79
3988,98.92
3989,97.82
3990,98.38
3991,99.55
3992,98.05
3993,97.92
3994,97.92
3995,98.92
3996,97.89
3997,98.79
3998,97.53
3999,98.17
