,loss_value
506,185.23
507,183.23
508,184.04
509,183.93
510,184.03
511,183.96
512,183.4
513,182.83
514,183.3
515,183.12
516,182.6
517,184.06
518,182.9
519,182.19
520,183.25
521,183.48
522,183.07
523,181.98
524,181.92
525,183.04
526,181.91
527,182.56
528,182.09
529,180.74
530,183.36
531,180.73
532,182.13
533,181.1
534,182.6
535,181.46
536,181.4
537,181.36
538,179.98
539,180.81
540,180.56
541,181.58
542,180.61
543,179.24
544,180.32
545,180.43
546,180.52
547,179.95
548,179.97
549,179.24
550,179.8
551,180.65
552,179.19
553,179.95
554,178.95
555,179.3
556,179.56
557,179.25
558,179.72
559,179.09
560,179.03
561,179.48
562,179.31
563,178.89
564,178.32
565,179.16
566,179.27
567,179.3
568,179.82
569,178.0
570,178.94
571,177.98
572,178.81
573,178.56
574,177.42
575,178.28
576,178.32
577,177.22
578,177.28
579,177.78
580,177.93
581,176.31
582,177.28
583,177.78
584,176.7
585,176.8
586,177.94
587,176.29
588,177.54
589,177.42
590,177.26
591,176.37
592,176.64
593,176.08
594,176.55
595,176.29
596,177.45
597,176.38
598,176.41
599,176.02
600,175.02
601,175.8
602,176.79
603,175.18
604,175.75
605,177.2
606,175.87
607,175.43
608,176.02
609,175.37
610,175.79
611,175.69
612,175.21
613,175.97
614,175.37
615,174.89
616,174.82
617,174.33
618,174.79
619,175.42
620,174.06
621,174.71
622,174.07
623,174.36
624,173.72
625,173.88
626,173.6
627,173.19
628,174.07
629,173.86
630,174.44
631,173.88
632,173.62
633,174.2
634,174.63
635,173.46
636,172.63
637,173.83
638,174.05
639,173.37
640,172.3
641,173.15
642,172.75
643,173.02
644,173.98
645,172.54
646,171.96
647,172.38
648,172.15
649,173.47
650,172.73
651,172.28
652,173.29
653,172.98
654,172.49
655,171.33
656,170.52
657,171.94
658,172.16
659,171.85
660,170.08
661,171.37
662,171.88
663,170.62
664,171.36
665,172.22
666,171.55
667,169.97
668,171.78
669,171.25
670,171.02
671,172.69
672,170.29
673,170.75
674,170.6
675,170.29
676,169.67
677,170.38
678,170.11
679,171.06
680,169.67
681,169.82
682,169.9
683,170.04
684,168.89
685,169.23
686,169.83
687,169.02
688,169.9
689,170.41
690,169.57
691,169.76
692,169.39
693,169.6
694,168.64
695,168.52
696,169.5
697,170.16
698,169.36
699,170.39
700,168.96
701,169.49
702,168.5
703,168.86
704,169.57
705,168.63
706,168.29
707,168.13
708,169.03
709,168.27
710,166.53
711,167.99
712,166.73
713,168.75
714,167.58
715,167.02
716,167.41
717,167.33
718,166.54
719,168.46
720,167.07
721,167.82
722,167.39
723,167.96
724,167.54
725,168.1
726,167.51
727,167.05
728,166.57
729,166.74
730,166.7
731,166.86
732,166.43
733,166.67
734,167.68
735,166.67
736,165.84
737,166.81
738,166.17
739,166.06
740,166.35
741,165.4
742,166.2
743,166.22
744,165.78
745,165.19
746,165.98
747,165.64
748,165.53
749,165.47
750,164.94
751,166.02
752,165.62
753,165.71
754,165.21
755,165.41
756,165.18
757,165.86
758,164.89
759,164.62
760,164.64
761,165.25
762,164.27
763,165.87
764,164.92
765,164.74
766,164.87
767,164.41
768,164.49
769,164.73
770,163.76
771,164.07
772,163.55
773,163.18
774,163.73
775,164.29
776,164.97
777,163.48
778,165.55
779,163.58
780,163.68
781,162.76
782,162.09
783,164.0
784,163.52
785,163.19
786,162.68
787,162.75
788,162.74
789,163.67
790,162.37
791,162.85
792,162.87
793,163.37
794,164.01
795,163.62
796,162.18
797,162.48
798,162.35
799,162.67
800,163.55
801,161.8
802,162.88
803,162.53
804,162.19
805,162.87
806,161.65
807,162.2
808,161.0
809,162.05
810,160.83
811,162.0
812,161.64
813,161.87
814,160.77
815,161.37
816,162.66
817,162.71
818,160.76
819,160.8
820,161.58
821,161.32
822,160.44
823,160.54
824,161.41
825,161.73
826,161.39
827,160.54
828,159.78
829,161.12
830,160.12
831,160.23
832,159.9
833,161.4
834,160.06
835,160.77
836,160.12
837,159.34
838,160.67
839,159.76
840,160.53
841,158.16
842,160.33
843,160.12
844,159.41
845,159.01
846,159.43
847,159.62
848,159.72
849,159.1
850,159.55
851,160.0
852,160.16
853,160.45
854,159.0
855,160.09
856,159.74
857,157.42
858,159.69
859,159.37
860,158.72
861,158.44
862,158.57
863,159.55
864,158.86
865,158.7
866,158.37
867,158.82
868,159.35
869,158.75
870,158.36
871,158.96
872,158.11
873,157.93
874,158.03
875,158.5
876,158.22
877,158.67
878,157.92
879,158.71
880,157.86
881,157.89
882,157.86
883,158.26
884,158.3
885,158.57
886,157.01
887,158.46
888,157.01
889,157.65
890,157.85
891,158.1
892,156.83
893,158.2
894,157.8
895,158.34
896,157.91
897,157.1
898,156.05
899,157.71
900,156.71
901,156.04
902,157.63
903,156.18
904,156.68
905,156.74
906,156.97
907,156.85
908,157.6
909,156.78
910,157.26
911,156.72
912,156.37
913,156.45
914,156.0
915,155.96
916,156.88
917,156.5
918,156.11
919,156.26
920,156.24
921,155.87
922,156.09
923,156.69
924,155.53
925,155.21
926,155.18
927,154.29
928,155.88
929,155.1
930,155.05
931,156.26
932,154.48
933,154.52
934,154.63
935,155.84
936,154.13
937,155.42
938,155.54
939,155.05
940,155.12
941,154.96
942,155.25
943,154.94
944,154.16
945,153.57
946,155.4
947,153.6
948,154.62
949,154.94
950,154.1
951,153.77
952,153.8
953,153.72
954,154.48
955,154.45
956,153.28
957,154.16
958,154.56
959,154.22
960,153.2
961,153.94
962,153.57
963,153.86
964,152.8
965,154.02
966,153.33
967,152.7
968,153.55
969,152.98
970,154.68
971,154.04
972,153.72
973,152.07
974,152.5
975,153.05
976,153.28
977,151.48
978,152.7
979,153.67
980,152.9
981,151.54
982,153.15
983,153.11
984,152.71
985,154.35
986,153.59
987,152.66
988,152.5
989,151.5
990,151.85
991,153.0
992,152.6
993,152.75
994,151.9
995,152.02
996,153.21
997,153.04
998,151.81
999,151.86
1000,151.58
1001,151.27
1002,151.02
1003,151.35
1004,150.84
1005,151.75
1006,152.65
1007,150.78
1008,151.84
1009,151.78
1010,151.56
1011,151.24
1012,152.07
1013,151.79
1014,151.02
1015,151.33
1016,150.92
1017,151.26
1018,151.57
1019,152.35
1020,150.17
1021,150.87
1022,151.64
1023,150.43
1024,151.78
1025,151.54
1026,151.21
1027,149.78
1028,150.76
1029,150.42
1030,150.58
1031,150.78
1032,150.4
1033,149.51
1034,151.16
1035,150.32
1036,150.74
1037,150.18
1038,150.89
1039,150.09
1040,151.45
1041,149.88
1042,150.23
1043,149.83
1044,149.15
1045,150.99
1046,150.17
1047,149.81
1048,150.67
1049,148.81
1050,149.49
1051,149.9
1052,149.8
1053,151.02
1054,150.7
1055,149.66
1056,150.47
1057,149.18
1058,149.68
1059,150.09
1060,149.1
1061,148.75
1062,149.45
1063,148.21
1064,150.21
1065,148.98
1066,149.01
1067,149.53
1068,149.58
1069,148.99
1070,149.3
1071,148.51
1072,149.41
1073,149.7
1074,148.5
1075,149.07
1076,149.02
1077,148.15
1078,148.61
1079,149.3
1080,148.48
1081,149.07
1082,147.51
1083,148.64
1084,148.46
1085,148.17
1086,147.94
1087,148.67
1088,148.8
1089,147.77
1090,149.12
1091,147.49
1092,147.89
1093,147.1
1094,148.62
1095,148.21
1096,147.95
1097,148.29
1098,148.27
1099,147.84
1100,146.95
1101,146.21
1102,146.92
1103,147.73
1104,147.3
1105,147.45
1106,147.75
1107,146.84
1108,146.56
1109,147.94
1110,147.59
1111,147.98
1112,146.38
1113,146.47
1114,147.19
1115,146.8
1116,147.0
1117,147.57
1118,146.91
1119,146.1
1120,146.84
1121,147.11
1122,146.78
1123,147.22
1124,146.32
1125,146.57
1126,147.04
1127,146.84
1128,146.42
1129,146.23
1130,146.57
1131,146.3
1132,146.89
1133,146.15
1134,147.05
1135,147.35
1136,145.66
1137,146.35
1138,146.24
1139,145.38
1140,146.35
1141,145.4
1142,146.07
1143,146.83
1144,145.06
1145,145.23
1146,145.18
1147,145.05
1148,144.98
1149,145.34
1150,144.36
1151,145.26
1152,145.65
1153,145.86
1154,145.4
1155,146.5
1156,145.21
1157,144.46
1158,144.27
1159,146.04
1160,145.95
1161,146.0
1162,145.05
1163,145.66
1164,145.85
1165,145.52
1166,145.28
1167,145.65
1168,144.22
1169,145.17
1170,145.36
1171,144.36
1172,144.05
1173,144.28
1174,144.62
1175,144.35
1176,145.42
1177,144.26
1178,145.56
1179,144.39
1180,143.23
1181,143.8
1182,144.22
1183,144.23
1184,144.34
1185,145.09
1186,144.98
1187,143.79
1188,143.87
1189,144.41
1190,143.73
1191,144.25
1192,143.51
1193,144.29
1194,145.13
1195,143.71
1196,143.81
1197,143.46
1198,142.58
1199,143.06
1200,143.75
1201,143.89
1202,143.29
1203,143.51
1204,143.91
1205,143.35
1206,144.16
1207,144.12
1208,143.66
1209,143.37
1210,144.12
1211,143.05
1212,143.14
1213,143.55
1214,143.11
1215,143.78
1216,143.11
1217,142.49
1218,143.4
1219,144.25
1220,144.2
1221,142.89
1222,142.92
1223,142.24
1224,143.76
1225,143.1
1226,142.37
1227,141.65
1228,142.85
1229,142.68
1230,142.11
1231,143.51
1232,143.83
1233,141.57
1234,141.25
1235,142.93
1236,142.22
1237,142.9
1238,143.66
1239,142.77
1240,142.62
1241,141.37
1242,142.83
1243,141.57
1244,142.61
1245,142.54
1246,140.13
1247,142.93
1248,141.68
1249,142.8
1250,142.56
1251,142.66
1252,141.74
1253,142.57
1254,141.24
1255,141.32
1256,141.42
1257,141.01
1258,140.65
1259,140.83
1260,141.04
1261,141.17
1262,139.74
1263,141.97
1264,140.99
1265,141.36
1266,142.29
1267,141.78
1268,140.85
1269,141.06
1270,140.64
1271,140.94
1272,141.25
1273,140.58
1274,141.89
1275,141.32
1276,140.88
1277,140.98
1278,140.54
1279,140.35
1280,140.16
1281,140.94
1282,141.78
1283,139.81
1284,140.29
1285,140.2
1286,141.09
1287,139.37
1288,140.81
1289,140.58
1290,141.43
1291,140.49
1292,139.58
1293,139.59
1294,140.43
1295,139.12
1296,140.98
1297,139.55
1298,140.56
1299,139.46
1300,140.61
1301,140.2
1302,139.44
1303,140.57
1304,139.31
1305,140.0
1306,139.37
1307,139.07
1308,140.52
1309,139.6
1310,139.13
1311,140.72
1312,140.09
1313,138.45
1314,139.05
1315,140.05
1316,139.54
1317,139.42
1318,139.69
1319,140.3
1320,139.62
1321,138.97
1322,139.09
1323,139.14
1324,138.67
1325,139.2
1326,138.59
1327,138.76
1328,139.7
1329,139.09
1330,140.01
1331,139.24
1332,137.49
1333,138.01
1334,139.17
1335,139.12
1336,138.85
1337,139.44
1338,138.44
1339,139.06
1340,139.3
1341,137.74
1342,137.5
1343,138.51
1344,139.52
1345,139.83
1346,137.83
1347,138.48
1348,137.93
1349,138.33
1350,138.54
1351,138.91
1352,138.44
1353,139.05
1354,138.84
1355,139.08
1356,138.66
1357,138.64
1358,138.25
1359,138.89
1360,138.03
1361,138.38
1362,137.95
1363,138.77
1364,138.14
1365,138.93
1366,137.96
1367,138.15
1368,136.85
1369,136.99
1370,138.42
1371,137.51
1372,138.12
1373,137.57
1374,137.47
1375,137.87
1376,138.0
1377,137.4
1378,136.5
1379,137.87
1380,137.55
1381,137.79
1382,138.19
1383,137.47
1384,138.0
1385,137.27
1386,137.62
1387,138.08
1388,137.84
1389,136.04
1390,136.99
1391,135.93
1392,137.22
1393,137.62
1394,138.18
1395,137.35
1396,137.86
1397,136.5
1398,137.45
1399,137.41
1400,136.08
1401,136.53
1402,136.09
1403,137.14
1404,137.14
1405,137.57
1406,136.91
1407,137.45
1408,136.1
1409,136.04
1410,136.74
1411,137.01
1412,137.11
1413,136.03
1414,136.25
1415,135.44
1416,136.34
1417,137.17
1418,136.15
1419,136.44
1420,135.86
1421,136.03
1422,136.92
1423,137.05
1424,136.92
1425,136.24
1426,135.85
1427,137.33
1428,135.85
1429,136.11
1430,136.15
1431,136.18
1432,135.4
1433,135.59
1434,136.2
1435,135.76
1436,135.11
1437,135.67
1438,137.07
1439,135.66
1440,136.28
1441,135.31
1442,134.61
1443,136.35
1444,135.63
1445,135.78
1446,136.28
1447,136.42
1448,134.98
1449,135.7
1450,135.94
1451,135.31
1452,136.03
1453,134.82
1454,135.57
1455,136.04
1456,135.64
1457,134.76
1458,135.91
1459,134.13
1460,134.37
1461,134.39
1462,134.99
1463,134.93
1464,135.0
1465,135.58
1466,134.92
1467,135.4
1468,133.88
1469,135.38
1470,135.54
1471,134.11
1472,135.23
1473,134.3
1474,134.21
1475,135.36
1476,134.52
1477,135.11
1478,135.03
1479,134.33
1480,135.39
1481,134.99
1482,134.58
1483,134.8
1484,133.67
1485,133.91
1486,133.91
1487,133.63
1488,133.21
1489,133.59
1490,134.52
1491,134.42
1492,134.68
1493,134.48
1494,134.29
1495,133.06
1496,134.39
1497,134.75
1498,133.28
1499,133.65
1500,133.94
1501,134.49
1502,133.33
1503,134.85
1504,133.94
1505,133.76
1506,134.01
1507,134.08
1508,133.06
1509,133.3
1510,134.8
1511,133.79
1512,133.19
1513,134.35
1514,133.77
1515,133.75
1516,132.89
1517,133.48
1518,134.43
1519,133.77
1520,133.48
1521,133.62
1522,133.38
1523,134.51
1524,133.37
1525,134.08
1526,131.97
1527,134.08
1528,133.12
1529,133.43
1530,133.7
1531,133.08
1532,133.93
1533,133.35
1534,132.94
1535,133.05
1536,132.11
1537,132.17
1538,131.71
1539,132.86
1540,133.54
1541,132.95
1542,133.11
1543,132.87
1544,132.18
1545,134.08
1546,132.3
1547,133.51
1548,132.73
1549,132.83
1550,132.18
1551,132.7
1552,132.48
1553,133.16
1554,132.44
1555,132.95
1556,132.08
1557,131.76
1558,131.13
1559,132.24
1560,133.5
1561,132.65
1562,132.57
1563,132.82
1564,132.51
1565,131.08
1566,133.18
1567,132.91
1568,131.92
1569,132.22
1570,132.03
1571,131.64
1572,131.45
1573,131.14
1574,132.11
1575,131.38
1576,132.47
1577,132.24
1578,132.84
1579,131.65
1580,131.09
1581,131.71
1582,131.84
1583,131.99
1584,132.17
1585,132.05
1586,133.17
1587,131.55
1588,131.67
1589,131.78
1590,131.6
1591,131.83
1592,131.21
1593,130.71
1594,131.66
1595,131.74
1596,130.56
1597,131.04
1598,131.27
1599,130.94
1600,131.9
1601,132.82
1602,130.81
1603,130.53
1604,130.65
1605,131.76
1606,131.09
1607,131.5
1608,130.72
1609,131.47
1610,130.22
1611,130.59
1612,132.36
1613,130.33
1614,130.83
1615,130.94
1616,130.84
1617,130.51
1618,131.55
1619,131.04
1620,131.52
1621,130.55
1622,130.49
1623,130.62
1624,130.66
1625,130.56
1626,130.6
1627,130.29
1628,131.06
1629,130.67
1630,129.75
1631,131.04
1632,130.26
1633,129.69
1634,130.12
1635,131.1
1636,131.14
1637,131.42
1638,128.85
1639,129.64
1640,130.72
1641,130.01
1642,131.89
1643,130.49
1644,130.19
1645,131.05
1646,130.42
1647,129.98
1648,129.68
1649,129.66
1650,130.15
1651,129.85
1652,130.05
1653,129.76
1654,129.74
1655,130.58
1656,131.02
1657,129.46
1658,128.62
1659,130.07
1660,129.64
1661,129.52
1662,129.48
1663,130.17
1664,130.71
1665,128.86
1666,129.62
1667,129.6
1668,129.22
1669,129.02
1670,130.43
1671,129.82
1672,128.87
1673,129.19
1674,129.18
1675,129.6
1676,130.13
1677,129.99
1678,129.91
1679,129.68
1680,129.52
1681,128.54
1682,128.6
1683,129.11
1684,128.67
1685,128.7
1686,128.84
1687,129.21
1688,129.85
1689,128.65
1690,129.92
1691,128.91
1692,129.65
1693,129.62
1694,128.29
1695,128.94
1696,128.57
1697,129.22
1698,129.1
1699,129.49
1700,128.96
1701,128.37
1702,128.35
1703,129.4
1704,128.41
1705,128.89
1706,128.37
1707,129.03
1708,128.45
1709,128.86
1710,127.62
1711,128.4
1712,128.97
1713,128.55
1714,128.27
1715,129.69
1716,128.38
1717,128.44
1718,128.5
1719,128.43
1720,128.29
1721,128.43
1722,127.9
1723,129.03
1724,128.14
1725,128.8
1726,128.72
1727,128.2
1728,128.24
1729,127.67
1730,128.39
1731,128.36
1732,129.14
1733,127.72
1734,127.46
1735,127.9
1736,128.27
1737,128.24
1738,128.05
1739,126.36
1740,127.2
1741,128.29
1742,128.7
1743,127.56
1744,128.47
1745,128.09
1746,127.08
1747,127.02
1748,128.77
1749,128.16
1750,127.21
1751,126.59
1752,127.72
1753,128.09
1754,127.75
1755,128.15
1756,127.4
1757,127.97
1758,127.92
1759,126.91
1760,127.27
1761,127.88
1762,127.59
1763,126.7
1764,127.15
1765,127.37
1766,126.56
1767,126.53
1768,127.12
1769,125.74
1770,128.36
1771,127.16
1772,126.92
1773,127.38
1774,127.18
1775,127.3
1776,127.11
1777,126.59
1778,127.41
1779,126.85
1780,125.61
1781,126.84
1782,127.02
1783,127.19
1784,128.3
1785,127.37
1786,126.83
1787,126.3
1788,125.83
1789,127.53
1790,126.86
1791,127.28
1792,126.79
1793,127.31
1794,126.35
1795,126.53
1796,126.79
1797,126.99
1798,125.86
1799,126.7
1800,127.22
1801,126.28
1802,127.38
1803,126.74
1804,126.11
1805,126.76
1806,126.0
1807,126.12
1808,125.66
1809,127.03
1810,126.45
1811,126.69
1812,125.63
1813,126.86
1814,126.26
1815,127.48
1816,125.59
1817,126.44
1818,125.13
1819,126.08
1820,125.18
1821,125.84
1822,126.98
1823,125.32
1824,126.55
1825,126.5
1826,126.33
1827,126.4
1828,125.8
1829,127.06
1830,126.43
1831,125.71
1832,124.98
1833,125.88
1834,124.9
1835,125.09
1836,126.39
1837,125.48
1838,124.89
1839,126.45
1840,125.91
1841,125.35
1842,125.69
1843,125.84
1844,125.05
1845,125.26
1846,124.91
1847,125.77
1848,126.35
1849,125.81
1850,125.87
1851,126.46
1852,125.42
1853,126.86
1854,125.92
1855,124.62
1856,126.47
1857,125.28
1858,125.51
1859,125.85
1860,124.35
1861,125.2
1862,125.4
1863,124.72
1864,124.65
1865,126.13
1866,124.73
1867,123.92
1868,124.56
1869,124.41
1870,125.29
1871,124.74
1872,124.71
1873,124.38
1874,124.31
1875,124.52
1876,125.23
1877,124.62
1878,124.31
1879,123.99
1880,124.72
1881,124.31
1882,124.69
1883,125.15
1884,124.53
1885,123.76
1886,123.46
1887,124.85
1888,125.41
1889,124.99
1890,124.54
1891,123.69
1892,125.04
1893,124.24
1894,123.78
1895,124.23
1896,125.36
1897,124.23
1898,125.56
1899,125.22
1900,124.6
1901,124.9
1902,124.43
1903,123.64
1904,123.37
1905,124.86
1906,125.2
1907,123.53
1908,124.29
1909,124.28
1910,124.14
1911,124.37
1912,123.72
1913,124.63
1914,122.91
1915,125.16
1916,123.43
1917,123.22
1918,123.12
1919,123.36
1920,124.16
1921,124.04
1922,123.67
1923,123.39
1924,123.74
1925,124.48
1926,124.14
1927,123.4
1928,124.58
1929,125.13
1930,123.49
1931,124.39
1932,123.76
1933,123.01
1934,124.6
1935,124.8
1936,124.49
1937,122.64
1938,123.24
1939,123.75
1940,123.46
1941,123.78
1942,123.32
1943,123.14
1944,124.11
1945,123.58
1946,123.33
1947,124.76
1948,123.31
1949,122.66
1950,123.32
1951,123.24
1952,123.41
1953,123.41
1954,122.94
1955,123.72
1956,123.42
1957,124.43
1958,122.57
1959,122.59
1960,122.28
1961,121.98
1962,122.45
1963,123.59
1964,123.03
1965,123.79
1966,122.81
1967,122.71
1968,122.15
1969,122.97
1970,121.83
1971,122.01
1972,122.99
1973,123.18
1974,123.97
1975,123.3
1976,123.86
1977,123.11
1978,123.28
1979,122.72
1980,123.27
1981,123.81
1982,122.54
1983,121.97
1984,122.28
1985,122.76
1986,123.29
1987,123.11
1988,122.5
1989,122.82
1990,122.32
1991,122.94
1992,122.24
1993,121.43
1994,122.66
1995,122.77
1996,122.29
1997,121.5
1998,123.94
1999,122.53
